# slot: top
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

bodycon halter top | 0.85 | 0.55-0.85 | jersey,polyester
slip camisole | 0.75 | 0.55-0.8 | silk,satin,polyester
metallic crop top | 0.75 | 0.55-0.85 | polyester,satin
backless bodice | 0.70 | 0.6-0.85 | satin,polyester
bandeau bustier | 0.65 | 0.55-0.85 | satin,polyester
sequinned camisole | 0.65 | 0.6-0.85 | polyester,satin
fitted bodysuit | 0.60 | 0.55-0.8 | jersey,polyester
asymmetric one-shoulder top | 0.60 | 0.6-0.85 | satin,polyester
ruched bandeau top | 0.55 | 0.55-0.85 | jersey,polyester
sheer mesh blouse | 0.50 | 0.55-0.8 | chiffon,polyester
glitter mesh top | 0.50 | 0.55-0.85 | polyester
twisted-front blouse | 0.45 | 0.55-0.85 | satin,polyester
draped cowl-neck top | 0.45 | 0.6-0.85 | silk,satin
