# slot: bag
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

hard-shell evening clutch | 0.75 | 0.80-1.0 | satin,faille
box clutch with clasp closure | 0.60 | 0.80-1.0 | faille,metal
structured minaudiere | 0.55 | 0.85-1.0 | metal,faille
envelope evening clutch | 0.55 | 0.80-1.0 | satin,faille
beaded evening pouch | 0.40 | 0.80-1.0 | metal,satin
clasp-frame evening bag | 0.45 | 0.80-1.0 | faille,metal
pearl-clasp evening clutch | 0.35 | 0.85-1.0 | satin,metal
compact opera bag | 0.35 | 0.80-1.0 | faille,leather
vintage frame clutch | 0.30 | 0.80-1.0 | faille,metal
tailored evening pouch | 0.30 | 0.75-1.0 | satin,leather
