# element: background
# format: name | probability | coverage_range | texture

floor-to-ceiling mirror wall expanse | 1.0 | 0.7-1.0 | reflective glass panel
crisp white painted side wall | 0.9 | 0.6-1.0 | smooth flat pigment
pale gray studio painted wall | 0.85 | 0.6-1.0 | matte sealed surface
warm wood plank accent wall | 0.7 | 0.5-0.9 | smooth blonde grain
sprung wood floor field | 0.95 | 0.5-0.9 | glossy varnished planking
black painted feature wall | 0.6 | 0.5-0.9 | matte sealed surface
window-bay natural light wall | 0.65 | 0.5-0.9 | painted plaster with glazing
ballet poster covered wall | 0.55 | 0.4-0.8 | layered printed paper
soft lavender accent wall | 0.55 | 0.5-0.9 | matte calm pigment
exposed brick studio wall | 0.55 | 0.5-0.9 | painted warm masonry
sound-baffle padded wall panel | 0.6 | 0.5-0.9 | upholstered acoustic foam
mirror wall flanked by barre | 0.85 | 0.5-0.9 | reflective glass with rail
