# element: architecture_detail
# format: name | probability | coverage_range | texture

infinity-edge glass weir | 0.65 | 0.03-0.15 | precise vanishing seam
curved travertine coping edge | 0.7 | 0.03-0.15 | honed pale stone lip
sheer curtain tie-back detail | 0.6 | 0.01-0.06 | braided fabric cord
cabana pavilion peaked canopy | 0.65 | 0.05-0.18 | tensioned white sailcloth
mosaic tile inlay at the waterline | 0.5 | 0.01-0.08 | fine glass tesserae border
recessed underwater lighting strip | 0.5 | 0.01-0.06 | soft glowing seam
brushed brass pool rail fitting | 0.5 | 0.005-0.03 | polished hardware detail
hidden overflow gutter slot | 0.45 | 0.01-0.05 | quiet vanishing channel
carved stone planter urn | 0.5 | 0.02-0.08 | classical fluted vessel
teak slat privacy screen | 0.45 | 0.03-0.12 | evenly spaced wooden louvers
frameless glass pool fence | 0.45 | 0.03-0.12 | seamless clear barrier
shaded pergola beam edge | 0.4 | 0.02-0.08 | clean linear shadow line
