# element: architecture_detail
# format: name | probability | coverage_range | texture

gravel graded fine to cobble | 0.55 | 0.15-0.35 | sorted bands
wet sand rim following the waterline | 0.5 | 0.1-0.3 | dark margin
current seams braiding off the point | 0.5 | 0.1-0.3 | glassy sutures
flood-line trash of leaves and sticks | 0.45 | 0.05-0.2 | high-water necklace
undercut roots combed by the flow | 0.45 | 0.1-0.25 | woody curtain
sun-warmed shallows over dark stone | 0.5 | 0.15-0.35 | bath pockets
clam trails wandering the silt | 0.35 | 0.03-0.1 | dotted wanderings
midstream boulder with a wake | 0.45 | 0.05-0.15 | standing ripple
sand cliff kids keep collapsing | 0.4 | 0.05-0.15 | engineered erosion
water-smoothed glass cobbles | 0.4 | 0.05-0.15 | jelly-bean colors
mayfly husks on every stone | 0.35 | 0.03-0.1 | paper ghosts
