# element: architecture_detail
# format: name | probability | coverage_range | texture

dovetailed log corner joint | 1.0 | 0.2-0.5 | notched timber overlap
exposed pine ceiling rafter | 0.95 | 0.3-0.7 | bare timber beam
heated wide-plank floor | 0.85 | 0.4-0.8 | smooth oiled boards
stove flue pipe in ceiling | 0.85 | 0.1-0.3 | matte black metal cylinder
deep wide window reveal | 0.85 | 0.3-0.6 | thick timber-lined opening
recessed reading nook | 0.7 | 0.3-0.6 | timber-framed alcove
plank-clad ceiling apex | 0.8 | 0.3-0.6 | board pattern peak
brass door hinge hardware | 0.65 | 0.05-0.15 | small polished mounting
notched window seat platform | 0.7 | 0.2-0.5 | built-in cushioned bench
slate hearth pad in floor | 0.85 | 0.2-0.4 | dark stone tile area
