# element: architecture_detail
# format: name | probability | coverage_range | texture

scalloped stall awning trim | 1.0 | 0.3-0.6 | decorative timber edge
hand-lettered shop sign | 0.95 | 0.2-0.4 | painted board with chalk text
festive ribbon-bound rafter | 0.85 | 0.2-0.5 | decorated overhead beam
shingled stall roof edge | 0.85 | 0.2-0.5 | overlapping wood tile lip
arched stall doorway opening | 0.7 | 0.2-0.4 | rounded entry frame
turned timber post column | 0.75 | 0.2-0.4 | spiraled corner support
brass hook for hanging wares | 0.65 | 0.05-0.15 | small mounted curve
chalked price board frame | 0.85 | 0.1-0.3 | bordered slate display
woven evergreen swag attached | 0.85 | 0.2-0.5 | dense pine boughs
plank cobblestone seam edge | 0.7 | 0.3-0.6 | rounded street setts
