# element: architecture_detail
# format: name | probability | coverage_range | texture

modernized recessed LED ceiling | 1.0 | 0.3-0.6 | flush downlight grid
tile dining floor scuffed | 1.0 | 0.4-0.8 | beige porcelain large-format
acoustic tile dropped ceiling | 0.8 | 0.3-0.6 | white panel grid
hanging pendant light over booth | 0.7 | 0.1-0.25 | drum-shade fixture
floor-to-ceiling pane window | 0.85 | 0.3-0.6 | parking-lot view glass
security camera dome corner | 0.6 | 0.05-0.1 | smoked plastic bubble
sprinkler head from ceiling | 0.6 | 0.02-0.08 | brass nozzle
HVAC vent above booth | 0.85 | 0.05-0.15 | aluminum louver
rubber baseboard along wall | 0.7 | 0.1-0.25 | scuffed black cove
exit sign red glow | 0.7 | 0.05-0.1 | illuminated plastic
