# element: background
# format: name | probability | coverage_range | texture

narrow grass strip between the houses | 1.0 | 0.4-0.8 | shaded thin lawn
neighbor's siding wall close by | 0.8 | 0.3-0.6 | vinyl planks
gate to the front yard | 0.6 | 0.15-0.35 | sagging pickets
AC units side by side | 0.65 | 0.15-0.35 | humming grey boxes
stepping stones sunk in the grass | 0.55 | 0.15-0.35 | tilted pavers
hose reel bolted to the wall | 0.55 | 0.1-0.25 | coiled green
downspouts running the corner | 0.55 | 0.1-0.25 | white elbows
fence panels closing the far end | 0.6 | 0.25-0.5 | greyed boards
window wells with gravel beds | 0.5 | 0.1-0.3 | plastic domes
trash cans staged for the week | 0.55 | 0.15-0.35 | wheeled pair
strip of sky overhead | 0.55 | 0.2-0.45 | ribbon of light
