# element: foreground_element
# format: name | probability | coverage_range | texture

pot steaming on the hob | 0.9 | 0.1-0.3 | condensation on the lid
hands stirring in the pan | 0.7 | 0.1-0.3 | steam over the wrist
open cookbook propped up | 0.5 | 0.05-0.2 | splashed page
dirty plates stacked in the sink | 0.6 | 0.1-0.25 | soap film
cutting into vegetables | 0.65 | 0.1-0.25 | wet blade
mug lifted towards the camera | 0.5 | 0.05-0.15 | chipped rim
tea towel over the shoulder | 0.5 | 0.05-0.15 | damp cotton
phone propped against the tiles | 0.45 | 0.05-0.15 | smeared screen
oven glove on the worktop | 0.45 | 0.05-0.15 | scorched quilted fabric
packet being opened over the pan | 0.4 | 0.05-0.15 | crinkled foil
steam catching the window light | 0.55 | 0.1-0.25 | drifting vapour
