# element: architecture_detail
# format: name | probability | coverage_range | texture

drop ceiling with stained tiles | 1.0 | 0.3-0.6 | yellowed acoustic squares
fluorescent tube ceiling grid | 1.0 | 0.3-0.6 | recessed troffer fixtures
linoleum convenience-store floor | 1.0 | 0.4-0.8 | scuffed glossy vinyl
security camera dome from ceiling | 0.95 | 0.05-0.1 | smoked plastic bubble
height-tape sticker beside door | 0.85 | 0.05-0.1 | inch-marked vinyl strip
floor drain mid-store | 0.5 | 0.02-0.08 | rust-rimmed grate
fountain-drink hose tubing wall | 0.55 | 0.05-0.15 | cluster of clear lines
sprinkler head on ceiling | 0.55 | 0.02-0.08 | brass nozzle
emergency exit sign red | 0.7 | 0.05-0.1 | illuminated plastic sign
front-door bell sensor | 0.6 | 0.02-0.05 | small magnetic contact
