# element: midground
# format: name | probability | coverage_range | texture

hot dog roller grill on counter | 0.85 | 0.2-0.4 | rolling stainless cylinders
cashier checkout counter | 0.95 | 0.3-0.6 | laminate L-shaped station
candy bar shelf in mid-aisle | 0.85 | 0.3-0.6 | wire rack of bright wrappers
snack aisle running middle | 0.85 | 0.3-0.6 | gondola rack with chips
self-serve coffee island | 0.85 | 0.2-0.5 | pump-pot lineup on counter
condiment cart with sauces | 0.75 | 0.2-0.4 | stainless tray of pumps
roller-grill heat lamp | 0.65 | 0.1-0.25 | warming bulb housing
microwave for customer use | 0.7 | 0.1-0.25 | scuffed countertop unit
front-door mat with logo | 0.8 | 0.1-0.25 | rubber bristle mat
restroom corridor entry | 0.5 | 0.2-0.4 | open doorway with sign
