# element: midground
# format: name | probability | coverage_range | texture

modular round breakout table | 1.0 | 0.3-0.6 | round laminate top
ergonomic mesh task chair | 1.0 | 0.3-0.6 | breathable mesh back
freestanding mobile whiteboard board | 0.95 | 0.2-0.5 | wheeled marker surface
cluster of soft armchairs | 0.85 | 0.3-0.6 | upholstered foam seating
freestanding flip chart easel | 0.85 | 0.2-0.5 | metal-framed paper pad
foam ottoman seating cluster | 0.75 | 0.2-0.5 | soft padded blocks
wall-mounted display screen | 0.85 | 0.2-0.5 | flat large display
small huddle pod booth | 0.65 | 0.3-0.6 | enclosed felt seating
freestanding tall planter | 0.65 | 0.1-0.3 | cylindrical green planter
sticky-note covered glass partition | 0.85 | 0.3-0.6 | gridded note cluster
mobile pin-up board | 0.7 | 0.2-0.5 | wheeled cork panel
shared snack supply table | 0.65 | 0.1-0.3 | scattered packaged food
charging-equipped huddle station | 0.7 | 0.1-0.3 | inset outlet column
