# element: midground
# format: name | probability | coverage_range | texture

small marble cafe table | 1.0 | 0.3-0.6 | round veined stone surface
bentwood thonet cafe chair | 0.95 | 0.3-0.6 | curved dark timber frame
cushioned banquette along window | 0.85 | 0.3-0.6 | upholstered bench seat
counter with espresso machine | 0.85 | 0.3-0.6 | gleaming chrome boiler
display case of pastries | 0.85 | 0.3-0.5 | glass front with shelves
chalkboard A-frame near door | 0.7 | 0.2-0.4 | painted stand with menu
brass coat rack by door | 0.75 | 0.2-0.5 | hooked stand with hung jackets
small house-plant on counter | 0.7 | 0.1-0.3 | leafy green in clay pot
stack of newspapers on rack | 0.7 | 0.1-0.3 | folded printed papers
shelf of cake stand display | 0.85 | 0.2-0.4 | covered glass dome
floor-mounted bookshelf | 0.6 | 0.3-0.6 | dark wood with paperbacks
candle in mason jar on table | 0.85 | 0.05-0.15 | glass vessel with flame
