# element: foreground_element
# format: name | probability | coverage_range | texture

salt-stained dock plank surface | 1.0 | 0.3-0.6 | weathered grey timber
mooring cleat with rope | 0.95 | 0.05-0.15 | cast horn with twist line
splash droplets on rail | 0.7 | 0.05-0.2 | scattered glistening beads
puddle of harbor seawater | 0.65 | 0.05-0.15 | dark reflective patch
loose coiled rope end | 0.85 | 0.1-0.3 | bright twisted nylon
non-skid deck pattern | 0.85 | 0.2-0.5 | textured fiberglass surface
salt-encrusted dock cleat | 0.7 | 0.05-0.15 | white crystalline crust
trailing rope around bollard | 0.75 | 0.1-0.3 | thick coiled hawser
weathered fender hung over | 0.85 | 0.05-0.15 | white cylindrical bumper
sun-glinting brass winch | 0.7 | 0.05-0.15 | polished gleaming alloy
