# element: architecture_detail
# format: name | probability | coverage_range | texture

rubber gym flooring large | 1.0 | 0.5-0.85 | softly textured dense rubber
recessed ceiling track lighting | 0.85 | 0.05-0.15 | crisply machined polished metal
high vaulted clean ceiling | 0.75 | 0.2-0.5 | smoothly painted matte white
exposed steel ceiling beams | 0.7 | 0.15-0.3 | softly painted black ibeams
floor to ceiling sliding glass door | 0.7 | 0.2-0.4 | crisply framed clear panel
ventilation diffuser panel | 0.7 | 0.05-0.1 | crisply slotted polished metal
recessed wall speaker grille | 0.75 | 0.05-0.1 | softly perforated metal panel
hardwood maple floor strip | 0.65 | 0.4-0.8 | smoothly polished pale timber
white drop ceiling tiles | 0.55 | 0.2-0.5 | softly textured suspended panels
inset wall mounted screen | 0.7 | 0.1-0.25 | crisply framed flat display
