# element: midground
# format: name | probability | coverage_range | texture

regulation rugby-pitch grass surface | 1.0 | 0.4-0.7 | striped mowed turf field
painted rugby-pitch try-line stripe | 0.95 | 0.2-0.4 | bold try-line paint
painted rugby-pitch 22m line | 0.95 | 0.1-0.3 | white twenty-two stripe
painted rugby-pitch halfway line | 0.85 | 0.2-0.4 | bold midfield stripe
rugby-end H-shaped goalposts pair | 1.0 | 0.2-0.4 | tall H-shaped post pair
rugby-team scrum-down pack stance | 0.85 | 0.2-0.4 | interlocked scrum cluster
painted rugby-pitch dead-ball-line | 0.85 | 0.2-0.4 | out-of-play boundary stripe
rugby-team substitute-bench shelter | 0.85 | 0.2-0.4 | covered courtside shelter
rugby-pitch corner-flag standing pole | 0.85 | 0.1-0.3 | fluttering small triangle flag
rugby-pitch lineout-call jump cluster | 0.7 | 0.2-0.4 | lineout-jumper lift cluster
rugby-pitch ball-boy crouched pose | 0.7 | 0.1-0.3 | ready-throw retriever
rugby-pitch warmup tackle-bag pair | 0.65 | 0.1-0.3 | padded tackle-bag pair
