# element: background
# format: name | probability | coverage_range | texture

packed cheering-crowd street barricade | 1.0 | 0.7-1.0 | dense urban race-day crowd
city-avenue façade urban canyon | 0.95 | 0.6-1.0 | tall building-front urban wall
massive marathon finish-line gantry | 0.95 | 0.5-0.9 | overhead arch-gantry sign
press-photographer truck platform | 0.7 | 0.4-0.8 | elevated media-truck platform
course-route directional arrow signage | 0.75 | 0.4-0.8 | stanchioned route signs
event sponsor-banner backdrop sweep | 0.95 | 0.5-0.9 | stretched event-cloth strip
city skyline distant tower line | 0.7 | 0.4-0.8 | far-side urban silhouette
crowd-control police barrier line | 0.85 | 0.5-0.9 | row of metal stanchion barrier
public-park boundary tree row | 0.65 | 0.4-0.8 | city-park edge canopy
course-marshal high-vis cluster | 0.7 | 0.4-0.8 | bright-vest official line
race-clock pylon-tower mast | 0.85 | 0.4-0.8 | elapsed-time finish pylon
flag-of-nations finish-zone row | 0.6 | 0.4-0.8 | row of overhead country flags
medical-tent canopy in distance | 0.65 | 0.4-0.8 | white medical-aid tent row
