# element: foreground_element
# format: name | probability | coverage_range | texture

leather bound book row | 1.0 | 0.2-0.5 | softly aged tooled hide spines
green banker desk lamp lit | 0.9 | 0.05-0.15 | smoothly enameled glass shade
crystal whiskey decanter on tray | 0.85 | 0.05-0.15 | sharply faceted clear glass
brass framed antique map | 0.75 | 0.1-0.25 | softly burnished warm metal frame
folded tartan throw on chair | 0.75 | 0.05-0.15 | softly woven plaid wool
small bronze bust on shelf | 0.6 | 0.05-0.1 | softly patinated cast metal
pipe rack with briar pipes | 0.55 | 0.05-0.1 | warmly grained polished wood
gilt framed oil portrait | 0.7 | 0.1-0.25 | richly varnished oil paint
brass orrery model | 0.5 | 0.05-0.15 | softly polished engraved metal
oriental persian rug pattern | 0.85 | 0.3-0.6 | richly knotted aged wool
