# element: background
# format: name | probability | coverage_range | texture

panoramic alpine valley below | 1.0 | 0.6-1.0 | sweeping deep green basin
distant snow-capped peaks | 0.85 | 0.4-0.8 | white-tipped dark ridges
patchwork field landscape | 0.85 | 0.4-0.8 | quilted multi-toned green
cloud sea below launch level | 0.75 | 0.4-0.8 | white drifting layer
distant village in valley | 0.6 | 0.2-0.5 | scattered tiny rooftops
hazy overlapping ridges | 0.85 | 0.4-0.8 | atmospheric blue layers
sunlit cumulus cluster ahead | 0.85 | 0.4-0.8 | bright puffy formations
glider in distant thermal | 0.5 | 0.05-0.2 | tiny crescent silhouette
forested mountain shoulder | 0.8 | 0.4-0.8 | dark needled green expanse
distant winding road below | 0.45 | 0.2-0.5 | thin grey switchback
opposite ridge sunset glow | 0.55 | 0.3-0.6 | amber-tinted profile
distant lake in basin | 0.5 | 0.2-0.5 | reflective steel patch
