# element: midground
# format: name | probability | coverage_range | texture

knife-edge ridge crest path | 0.95 | 0.3-0.6 | narrow rocky spine
fixed ridge rope handline | 0.55 | 0.05-0.2 | tensioned guideline
broken talus blocks on ridge | 0.85 | 0.2-0.5 | jumbled angular slabs
small snow patch on shaded side | 0.75 | 0.2-0.5 | bright crystalline drift
exposed gendarme rock tower | 0.7 | 0.2-0.5 | sharp protruding pinnacle
roped party traversing | 0.55 | 0.1-0.3 | linked figures on ridge
cairn at false summit | 0.7 | 0.1-0.3 | stacked dark stones
weathered wooden summit cross | 0.55 | 0.05-0.2 | sun-bleached timber
ridge col saddle dip | 0.7 | 0.2-0.5 | low gap between peaks
dropping cliff edge on side | 0.85 | 0.2-0.5 | abrupt rock fall-away
patches of alpine moss | 0.55 | 0.1-0.3 | low green crusty bloom
loose scree underfoot stretch | 0.8 | 0.2-0.5 | unstable pale gravel
distant ridge climber ahead | 0.5 | 0.05-0.2 | small backlit figure
