# element: midground
# format: name | probability | coverage_range | texture

ornate locked steamer trunk | 0.85 | 0.15-0.4 | brass-banded leather
brass valve control console | 0.85 | 0.15-0.4 | polished tarnished metal
clockwork puzzle wall panel | 0.9 | 0.2-0.5 | bronze geared assembly
heavy iron-bound door | 0.8 | 0.2-0.5 | studded dark timber
edison-bulb chandelier hanging | 0.8 | 0.15-0.4 | filament glass and brass
steam pressure gauge cluster | 0.85 | 0.1-0.3 | round brass dials
period writing desk loaded | 0.7 | 0.15-0.4 | dark stained wood
glass-front curio cabinet | 0.7 | 0.15-0.4 | glazed dark wood frame
antique standing globe | 0.6 | 0.1-0.3 | aged printed sphere
phonograph horn speaker | 0.55 | 0.1-0.3 | brass flared cone
chesterfield armchair near desk | 0.6 | 0.15-0.4 | tufted oxblood leather
cog-wheel mechanism display | 0.65 | 0.1-0.3 | polished bronze gears
scientific apparatus on bench | 0.65 | 0.1-0.3 | brass and glass instruments
