# element: architecture_detail
# format: name | probability | coverage_range | texture

concrete balcony floor | 0.85 | 0.3-0.6 | stained concrete slab
downpipe along the wall | 0.55 | 0.05-0.2 | painted metal pipe
railing fixings in the concrete | 0.5 | 0.05-0.15 | rust-streaked bolts
threshold at the balcony door | 0.55 | 0.05-0.2 | worn aluminium strip
drainage hole in the floor | 0.4 | 0.03-0.1 | stained opening
render cracked at the corner | 0.45 | 0.05-0.2 | hairline cracks
ceiling of the balcony above | 0.5 | 0.15-0.4 | painted soffit
wall light beside the door | 0.4 | 0.03-0.12 | dusty bulkhead fitting
moss in the floor joints | 0.4 | 0.05-0.15 | dark green growth
paint peeling on the railing | 0.5 | 0.05-0.2 | flaking coats
balcony door frame | 0.5 | 0.1-0.3 | weathered timber
