# element: midground
# format: name | probability | coverage_range | texture

drying rack on the balcony | 0.85 | 0.2-0.5 | folding aluminium frame
plastic balcony chair | 0.8 | 0.15-0.4 | weathered white plastic
planters along the railing | 0.75 | 0.15-0.4 | cracked terracotta
small folding table | 0.6 | 0.15-0.35 | scratched plastic top
storage box against the wall | 0.5 | 0.15-0.35 | sun-faded lid
bicycle wedged in the corner | 0.4 | 0.15-0.4 | rusted chain
watering can beside the planters | 0.6 | 0.05-0.2 | faded plastic
laundry basket on the floor | 0.55 | 0.1-0.3 | cracked plastic weave
parasol folded against the wall | 0.35 | 0.1-0.3 | dusty canvas
herb pots on the ledge | 0.55 | 0.05-0.2 | dry soil surface
broom leaning in the corner | 0.4 | 0.1-0.25 | worn bristles
