# element: background
# format: name | probability | coverage_range | texture

stacked-log gable wall | 1.0 | 0.5-0.9 | horizontal honey-toned timber
floor-to-ceiling stone fireplace | 0.95 | 0.4-0.8 | rough fieldstone tower
exposed-beam vaulted ceiling | 0.95 | 0.5-0.9 | massive timber rafters
trophy-mount antler rack wall | 0.7 | 0.2-0.5 | mounted branched silhouette
picture-window lake-view glass | 0.85 | 0.3-0.7 | wide insulated viewing pane
wood-paneled gable end | 0.85 | 0.3-0.6 | tongue-and-groove plank
woven Pendleton wall hanging | 0.7 | 0.2-0.5 | striped patterned blanket
loft-balcony rail edge | 0.7 | 0.2-0.5 | timber post-and-rail balcony
framed wildlife oil painting | 0.65 | 0.2-0.5 | gilded landscape canvas
rustic wrought-iron chandelier | 0.85 | 0.2-0.5 | black branched hanging fixture
oversized bookshelf wall row | 0.65 | 0.2-0.5 | timber shelves with volumes
themed vintage snowshoe display | 0.5 | 0.1-0.3 | bent-wood gut-strung pair
