# element: midground
# format: name | probability | coverage_range | texture

oversized leather sectional couch | 1.0 | 0.4-0.8 | tufted cognac aged leather
fur-throw covered armchair | 0.85 | 0.2-0.4 | shaggy faux-fur drape
chunky-knit accent pillow | 0.85 | 0.05-0.2 | thick chunky-yarn weave
woven rag-rug area covering | 0.85 | 0.4-0.8 | braided multi-color woven
rustic plank coffee table | 0.95 | 0.2-0.5 | thick-slab live-edge timber
stone-hearth-side firewood crib | 0.85 | 0.15-0.3 | stacked split logs
lodge-themed antler chandelier | 0.7 | 0.15-0.3 | cast-resin branched fixture
window-seat cushion alcove | 0.7 | 0.15-0.35 | padded built-in nook
rustic wooden game table | 0.7 | 0.2-0.4 | thick plank surface
family board-game spread | 0.85 | 0.1-0.25 | colorful spread game board
floor-cushion play area | 0.7 | 0.15-0.3 | layered soft pillow stack
themed log-cabin bookshelf | 0.6 | 0.2-0.5 | timber upright shelving
