# slot: top
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

mustard yellow engineering tunic with delta arrowhead patch | 0.85 | 0.0-0.5 | velour,lycra
gold-shouldered duty shirt with sleeve braid | 0.80 | 0.0-0.5 | velour,spandex
sleeveless engineering top with chest insignia | 0.50 | 0.0-0.3 | spandex,lycra
mini-dress engineering uniform with double sleeve braid | 0.65 | 0.0-0.5 | velour,lycra
tan service jumpsuit top with grease pocket | 0.55 | 0.0-0.4 | twill,canvas
warp core technician coverall top | 0.60 | 0.0-0.4 | canvas,twill
mustard wraparound work tunic | 0.50 | 0.0-0.5 | velour,lycra
chief engineer formal tunic with three sleeve braids | 0.45 | 0.6-1.0 | velour,satin
dress uniform with green chest sash | 0.40 | 0.7-1.0 | satin,velour
short-sleeve work shirt in olive | 0.45 | 0.0-0.3 | twill,canvas
crew rec-room blouse in pale gold | 0.40 | 0.0-0.3 | spandex,lycra
turtleneck under engineering tunic | 0.50 | 0.0-0.5 | spandex,lycra
