# element: background
# format: name | probability | coverage_range | texture

tall steel shelf row with boxes | 1.0 | 0.7-1.0 | gondola shelving wall
end cap display of stacked product | 0.9 | 0.4-0.8 | cardboard pallet pile
back wall freezer aisle row | 0.7 | 0.5-0.9 | glass-doored freezer line
seasonal aisle with discount tags | 0.7 | 0.5-0.9 | cluttered overflow stock
soda wall fridge corridor | 0.65 | 0.5-0.9 | branded glass doors
toy aisle with bright packaging | 0.7 | 0.5-0.9 | saturated plastic facings
clothing section perimeter wall | 0.55 | 0.4-0.8 | rack-mounted softgoods
checkout lane backdrop | 0.5 | 0.4-0.7 | belt and bagging stations
"rollback" price banner overhead | 0.85 | 0.3-0.6 | yellow vinyl signage
aisle directory hanging sign | 0.85 | 0.2-0.5 | suspended numbered placard
