# element: background
# format: name | probability | coverage_range | texture

clay-splattered painted wall | 1.0 | 0.7-1.0 | matte spattered pigment
exposed brick studio wall | 0.85 | 0.6-1.0 | aged warm masonry
shelf-lined wall of bisqueware | 0.9 | 0.6-1.0 | rows of unfired pots
weathered plaster studio wall | 0.85 | 0.6-1.0 | flaked sealed pigment
warm wood-plank wainscot wall | 0.7 | 0.5-0.9 | smooth grained timber
chalk-dust hazy back wall | 0.75 | 0.5-0.9 | softly powdered surface
glazed-tile splashback wall | 0.65 | 0.5-0.9 | glossy ceramic squares
soft sage painted wall | 0.6 | 0.5-0.9 | matte chalky pigment
muted ochre painted wall | 0.6 | 0.5-0.9 | matte mineral pigment
dust-coated industrial wall | 0.65 | 0.5-0.9 | painted rough concrete
glaze-test ceramic-tile wall | 0.55 | 0.4-0.8 | small varied test tiles
small north-facing window-bay wall | 0.6 | 0.4-0.8 | painted plaster with glazing
