# element: background
# format: name | probability | coverage_range | texture

clear ice expanse rink surface | 1.0 | 0.5-0.9 | glossy frozen sheet
white-painted dasher boards | 0.95 | 0.5-0.9 | sealed plastic panel
sponsor-banner board face | 0.85 | 0.4-0.8 | printed vinyl panel
plexi safety-glass barrier wall | 0.95 | 0.5-0.9 | clear thick acrylic
arena painted concrete back wall | 0.85 | 0.5-0.9 | sealed mineral pigment
spectator stand seating tier | 0.85 | 0.4-0.8 | painted plastic seat rows
overhead arena scoreboard backdrop | 0.7 | 0.4-0.8 | bright led panel array
penalty-box plexiglass enclosure | 0.7 | 0.4-0.8 | clear acrylic panel
warm-up corridor brick wall | 0.6 | 0.4-0.8 | painted aged masonry
zamboni-room shutter steel wall | 0.6 | 0.4-0.8 | painted ribbed metal
arena entrance archway wall | 0.55 | 0.4-0.8 | painted block masonry
ice-line painted floor band | 0.95 | 0.3-0.6 | crisp painted line under ice
