# element: midground
# format: name | probability | coverage_range | texture

stainless chafing-dish row | 1.0 | 0.4-0.8 | polished steel covered tray
juice-dispenser tank cluster | 0.95 | 0.2-0.4 | clear plastic citrus tower
waffle-iron station counter | 0.85 | 0.15-0.35 | cast-iron heated griddle
fresh-pastry tiered display | 0.95 | 0.2-0.5 | glass-domed cake pedestal
fruit-platter colorful tray | 0.95 | 0.2-0.5 | sliced rainbow arrangement
omelet-station live cook | 0.7 | 0.15-0.35 | uniformed chef figure
cereal-dispenser plastic bin | 0.85 | 0.1-0.3 | clear cylindrical scoop
coffee-urn tall carafe | 0.95 | 0.15-0.3 | stainless brewer dispenser
breakfast-buffet table line | 0.95 | 0.4-0.8 | white-linen draped surface
tableware tray-stack column | 0.85 | 0.1-0.25 | porcelain plate stack
cutlery-bin segmented tray | 0.85 | 0.05-0.2 | sectioned utensil tray
diner family seated nearby | 0.85 | 0.3-0.6 | distant bobbing visitors
