# element: architecture_detail
# format: name | probability | coverage_range | texture

warm wood floor planking | 0.95 | 0.4-0.8 | smooth oiled grain
exposed timber ceiling beam | 0.7 | 0.3-0.6 | rough sawn natural wood
recessed soft pendant light | 0.85 | 0.2-0.5 | brushed brass shade
arched window frame opening | 0.55 | 0.2-0.5 | painted plaster trim
painted ceiling medallion accent | 0.5 | 0.1-0.3 | molded plaster decoration
sheer fabric panel hung from rod | 0.65 | 0.2-0.5 | translucent draped cloth
floor-mounted yoga rope anchor | 0.55 | 0.05-0.2 | brushed steel hardware
small built-in alcove shelf | 0.55 | 0.1-0.3 | painted plaster recess
salt lamp glow on shelf | 0.55 | 0.05-0.2 | warm carved mineral
floor heat vent grille | 0.55 | 0.05-0.2 | brushed metal louver
accent crown molding band | 0.5 | 0.1-0.3 | painted profile trim
