# element: background
# format: name | probability | coverage_range | texture

sweeping marble check-in desk | 1.0 | 0.6-1.0 | polished veined stone counter
floor-to-ceiling garden glass-doors | 0.95 | 0.6-1.0 | expansive open glazed panels
towering crystal chandelier cluster | 0.9 | 0.5-0.9 | branched glittering hanging fixture
vaulted coffered lobby ceiling | 0.85 | 0.6-1.0 | gilded recessed panel grid
tall veined-marble pillar row | 0.8 | 0.5-0.9 | polished cream-and-gold columns
distant poolside garden view | 0.85 | 0.5-0.9 | sunlit tropical greenery beyond
grand double staircase sweep | 0.75 | 0.5-0.9 | curved marble balustrade rise
warm limestone reception backdrop | 0.7 | 0.5-0.9 | honed neutral-toned stone
backlit onyx feature wall | 0.65 | 0.4-0.8 | glowing amber stone panel
draped silk curtain backdrop | 0.6 | 0.4-0.7 | flowing ivory floor-length fabric
mezzanine balcony railing line | 0.55 | 0.4-0.7 | wrought-brass ornamental rail
resort logo brass signage wall | 0.55 | 0.3-0.6 | polished raised lettering panel
cascading water-wall feature | 0.5 | 0.4-0.7 | sheeting glassy falling water
sunburst mirror wall array | 0.45 | 0.3-0.6 | radiating gilded frame cluster
