# element: props
# format: name | probability | coverage_range | texture

essential oil bottle on the shelf | 0.45 | 0.02-0.06 | lavender label
tissue box at the room edge | 0.45 | 0.02-0.06 | one sheet up
hair ties looped on a wrist basket | 0.4 | 0.02-0.05 | mixed elastics
eye pillows in a bowl | 0.45 | 0.02-0.08 | flaxseed sachets
sign-in tablet on a stand | 0.5 | 0.02-0.08 | fingerprinted screen
hand weights in a corner basket | 0.4 | 0.05-0.12 | one and two pounders
lost-and-found bin of water bottles | 0.4 | 0.03-0.1 | orphaned lids
chalkboard with the day's intention | 0.4 | 0.03-0.1 | hand-lettered word
spray bottles of mat cleaner | 0.5 | 0.02-0.08 | tea tree scent
donation basket by the door | 0.35 | 0.02-0.08 | folded bills
phone basket asking for silence | 0.4 | 0.03-0.08 | screens face down
