# element: background
# format: name | probability | coverage_range | texture

honey-stained pine plank wall | 1.0 | 0.7-1.0 | warm linear timber grain
weathered timber chalet wall | 0.9 | 0.7-1.0 | rough hewn dark beams
stacked stone fireplace surround | 0.95 | 0.6-1.0 | rough natural masonry
heavy timbered cathedral ceiling | 0.8 | 0.5-0.9 | exposed dark ridge beams
plastered lime wall warm cream | 0.75 | 0.6-1.0 | soft hand-troweled finish
panoramic picture window with snowy view | 0.85 | 0.5-0.9 | large clear glass pane
woven tapestry wall hanging | 0.65 | 0.4-0.8 | thick textured fabric
loft railing balcony above | 0.7 | 0.4-0.8 | carved timber balustrade
log slab interior wall | 0.7 | 0.6-1.0 | half-round stacked timber
antler trophy wall display | 0.55 | 0.4-0.7 | mounted bone arrangement
oiled walnut paneling | 0.65 | 0.6-1.0 | dark glossy timber
fieldstone chimney breast | 0.7 | 0.5-0.9 | mortared rounded stones
