# element: architecture_detail
# format: name | probability | coverage_range | texture

stainless ridge bolt anchor | 0.7 | 0.0-0.1 | machined gleaming plate
weathered iron summit cross | 0.6 | 0.05-0.15 | rust-streaked dark metal
geological survey marker | 0.55 | 0.0-0.05 | brass embossed disc
small register tube on cairn | 0.55 | 0.0-0.05 | sealed metal cylinder
faded prayer flag remnant | 0.4 | 0.05-0.15 | tattered colored fabric
old fixed cable along ridge | 0.5 | 0.0-0.1 | rusted twisted strand
plaque commemorating climber | 0.4 | 0.0-0.05 | bronze engraved tablet
weathered guideline post | 0.45 | 0.0-0.1 | chipped painted iron
trail painted blaze on rock | 0.5 | 0.0-0.05 | small colored dab
mountaineer summit register box | 0.4 | 0.0-0.05 | rusted small chest
