# element: background
# format: name | probability | coverage_range | texture

tall back-room shelving to the ceiling | 1.0 | 0.5-0.8 | boltless steel bays
shrink-wrapped pallets waiting | 0.8 | 0.3-0.55 | cloudy plastic towers
roll cages parked in a rank | 0.7 | 0.25-0.5 | folded mesh walls
swinging double doors to the floor | 0.65 | 0.15-0.35 | scuffed port-hole doors
baler of flattened cardboard | 0.55 | 0.2-0.4 | strapped brown cube
concrete floor worn smooth | 0.7 | 0.3-0.6 | polished traffic lanes
racking bay of overstock tubs | 0.6 | 0.25-0.5 | lidded grey totes
dock door sealed with a rubber skirt | 0.5 | 0.2-0.4 | daylight at the edges
mezzanine steps to upper storage | 0.45 | 0.15-0.35 | checker-plate treads
ceiling of open joists and ducting | 0.6 | 0.25-0.5 | silver insulation
cage of compressed gas bottles | 0.35 | 0.1-0.25 | chained cylinders
