# element: background
# format: name | probability | coverage_range | texture

painted exposed-brick startup wall | 1.0 | 0.7-1.0 | rough red-clay masonry
whiteboard-paint covered wall surface | 1.0 | 0.7-1.0 | glossy magnetic write-on coating
neon company-logo sign wall | 0.8 | 0.6-1.0 | softly glowing pink neon tube
reclaimed pallet-wood feature wall | 0.7 | 0.7-1.0 | rough nailed timber slats
matte-black painted wall panel | 0.75 | 0.7-1.0 | flat charcoal eggshell finish
playful colorful muraled wall | 0.7 | 0.7-1.0 | boldly graphic painted scene
pegboard tool-display wall | 0.6 | 0.6-0.9 | perforated hardboard panel
perforated acoustic foam tile wall | 0.65 | 0.6-0.9 | textured pyramid pattern
printed roadmap timeline wall | 0.65 | 0.6-1.0 | graphic timeline printout
pinboard cork strip wall section | 0.7 | 0.6-1.0 | softly textured cork sheet
painted growth-chart accent wall | 0.6 | 0.6-1.0 | hand-drawn graph layout
doodle-covered marker wall | 0.85 | 0.7-1.0 | black-marker scribble layer
