# element: architecture_detail
# format: name | probability | coverage_range | texture

farmhouse wraparound porch | 0.7 | 0.1-0.3 | painted plank verandah
old barn loft window | 0.55 | 0.1-0.25 | square hayloft opening
stone chimney on house | 0.6 | 0.1-0.3 | masonry brick stack
white painted pergola structure | 0.55 | 0.1-0.3 | timber overhead grid
weather-worn porch swing | 0.5 | 0.05-0.2 | suspended wooden bench
rural mailbox post end of drive | 0.45 | 0.05-0.15 | painted box on stake
wrought iron weathervane | 0.4 | 0.05-0.15 | rooster-topped iron arrow
welcome wreath on screen door | 0.55 | 0.05-0.15 | seasonal door decoration
flagstone pathway to porch | 0.55 | 0.1-0.25 | irregular stone walkway
American flag on porch pole | 0.6 | 0.1-0.25 | hung red-white-blue cloth
exterior dinner bell on post | 0.4 | 0.05-0.1 | mounted iron triangle bell
white painted lattice screen | 0.5 | 0.1-0.25 | crossed wooden grid panel
