# element: background
# format: name | probability | coverage_range | texture

forested canyon walls behind creek | 1.0 | 0.5-1.0 | dense green rising slope
distant misty mountain ridge | 0.7 | 0.3-0.7 | hazy blue layered profile
sunlit canyon opening downstream | 0.85 | 0.4-0.8 | bright tunnel of light
overhanging willow trees on bank | 0.85 | 0.4-0.8 | drooping silvery foliage
tall conifer line above creek | 0.8 | 0.4-0.8 | dark needled spires
distant beaver dam in stillwater | 0.45 | 0.2-0.5 | tangled woody pile
upstream stretch curving away | 0.85 | 0.4-0.8 | meandering silver ribbon
boulder-strewn slope beyond | 0.7 | 0.4-0.8 | grey pebbled apron
high meadow above the bank | 0.55 | 0.3-0.6 | golden grassy expanse
mossy bedrock canyon walls | 0.65 | 0.4-0.8 | velvet-shrouded grey stone
distant pool reflecting trees | 0.7 | 0.3-0.7 | calm mirror surface
hazy late-day backlight on water | 0.75 | 0.3-0.7 | warm glowing atmospheric layer
