# element: background
# format: name | probability | coverage_range | texture

black-painted vr booth wall | 1.0 | 0.7-1.0 | matte sealed surface
glowing rgb led strip wall | 0.95 | 0.5-0.9 | tube-light strip on paint
acoustic foam padded wall | 0.85 | 0.5-0.9 | wedged sound-absorbing foam
illuminated logo backlit wall | 0.7 | 0.5-0.9 | glowing printed graphic
glow-grid neon patterned wall | 0.85 | 0.6-1.0 | bright led tube grid
glass partition booth wall | 0.7 | 0.5-0.9 | clear panes with frame
warehouse corrugated metal wall | 0.6 | 0.5-0.9 | ribbed painted steel
graphic sci-fi mural wall | 0.7 | 0.5-0.9 | painted bold motif
mirrored wall accent panel | 0.55 | 0.5-0.9 | reflective glass tiles
charcoal-painted gallery wall | 0.7 | 0.5-0.9 | matte sealed pigment
sponsor banner wall stretch | 0.55 | 0.4-0.8 | printed vinyl cloth
exposed brick warehouse wall | 0.55 | 0.5-0.9 | painted aged masonry
