# slot: bottom
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

mini skirt | 0.85 | 0.4-0.65 | cotton,polyester,viscose
wrap mini skirt | 0.75 | 0.4-0.65 | viscose,linen
pleated mini skirt | 0.70 | 0.4-0.65 | polyester,chiffon
short A-line skirt | 0.65 | 0.4-0.65 | cotton,polyester
ruched mini skirt | 0.60 | 0.4-0.65 | satin,polyester
sarong mini skirt | 0.60 | 0.4-0.65 | viscose,chiffon
skater mini skirt | 0.55 | 0.4-0.65 | polyester,jersey
button-front mini skirt | 0.50 | 0.4-0.65 | cotton,linen
tiered mini skirt | 0.50 | 0.4-0.65 | cotton,viscose
ruffled mini skirt | 0.50 | 0.4-0.65 | chiffon,polyester
draped mini skirt | 0.45 | 0.45-0.65 | satin,silk
