# element: midground
# format: name | probability | coverage_range | texture

heavy timber outdoor dining table | 1.0 | 0.4-0.8 | thick plank surface with snow trim
fur-draped wooden bench | 0.95 | 0.3-0.6 | hide thrown over slats
sun-deck lounge chair | 0.95 | 0.3-0.6 | reclined timber frame
parasol over table | 0.7 | 0.2-0.5 | round canvas overhead
fire-pit table on deck | 0.75 | 0.2-0.5 | iron bowl recessed in timber
folded wool blanket pile on chair | 0.85 | 0.2-0.4 | tartan plaid stack
ski rack with parked skis | 0.95 | 0.3-0.6 | timber slot frame
heat lamp on tall pole | 0.85 | 0.2-0.4 | mushroom-shape gas heater
chalkboard menu easel | 0.75 | 0.2-0.4 | a-frame with handwritten specials
beverage trolley on snow | 0.6 | 0.2-0.4 | metal cart with bottles
glass-walled wind shelter | 0.65 | 0.3-0.6 | clear panel barrier
serving station with grill | 0.6 | 0.2-0.4 | metal counter with hot plate
