# element: midground
# format: name | probability | coverage_range | texture

cluster of laptop-laden tables | 1.0 | 0.4-0.8 | tables with open machines
freestanding mobile whiteboard | 0.95 | 0.2-0.5 | wheeled marker board
rolling flip chart easel | 0.9 | 0.2-0.5 | metal-framed paper pad
stacked pizza box tower | 0.65 | 0.05-0.15 | corrugated takeout pile
team standing huddle cluster | 0.85 | 0.3-0.6 | grouped figures around board
rolling task wagon cart | 0.6 | 0.1-0.3 | wheeled supply cart
cluster of mismatched office chairs | 0.85 | 0.3-0.6 | varied seating mix
freestanding TV monitor on stand | 0.85 | 0.2-0.5 | flat large display
small huddle round table | 0.7 | 0.2-0.5 | round laminate top
sticky-note covered window panel | 0.75 | 0.2-0.5 | gridded note cluster
boxed printed deliverables stack | 0.6 | 0.05-0.15 | banker box pile
freestanding cable charging hub | 0.7 | 0.05-0.15 | tower of outlets
shared snack supply table | 0.7 | 0.1-0.3 | scattered packaged food
