# element: background
# format: name | probability | coverage_range | texture

wood-fenced backyard perimeter | 1.0 | 0.6-1.0 | weathered timber slats
neighboring rooftop line | 0.95 | 0.4-0.8 | softly distant gables
mature backyard trees | 0.95 | 0.5-0.9 | leafy canopy cover
brick patio retaining wall | 0.7 | 0.4-0.7 | aged warm masonry
wood-shingled garden shed wall | 0.85 | 0.4-0.8 | weathered cedar shakes
sky beyond open yard | 0.95 | 0.4-0.9 | open daylight expanse
white-painted house siding | 0.85 | 0.4-0.8 | painted clapboard
hedgerow at fence base | 0.85 | 0.4-0.7 | dense leafy growth
distant garage roof | 0.7 | 0.3-0.6 | weathered shingle slope
clothesline pole anchor | 0.95 | 0.3-0.6 | tall metal post
