# element: background
# format: name | probability | coverage_range | texture

aspen plank wall warm honey tone | 1.0 | 0.7-1.0 | smooth pale tongue-and-groove
cedar wood paneled wall | 0.95 | 0.7-1.0 | rich aromatic plank pattern
heat-darkened spruce wall | 0.85 | 0.6-1.0 | amber-toasted board surface
frosted glass door panel | 0.85 | 0.4-0.8 | translucent obscured pane
small porthole window with snowy view | 0.75 | 0.2-0.5 | round timber-framed glass
charred shou-sugi-ban wall | 0.65 | 0.5-0.9 | textured blackened plank
rough stacked stone backsplash | 0.7 | 0.3-0.6 | river-rounded masonry
warm-lit lower bench shadow zone | 0.85 | 0.4-0.8 | dim recessed timber area
slatted wood ceiling above | 0.85 | 0.5-0.9 | linear plank pattern
plank-clad heater alcove | 0.85 | 0.3-0.6 | recessed timber niche
soft glow recessed wall light | 0.8 | 0.3-0.6 | diffused warm light strip
copper-clad accent wall | 0.55 | 0.4-0.7 | hammered warm metal sheet
