# element: midground
# format: name | probability | coverage_range | texture

tiered timber bench platform | 1.0 | 0.5-0.9 | stepped wooden seating levels
electric sauna heater with stones | 0.95 | 0.2-0.5 | basket of dark heated rocks
wooden water bucket on bench | 0.95 | 0.1-0.3 | timber pail with rope handle
long wooden ladle in bucket | 0.95 | 0.1-0.2 | curved-handle dipper
slatted floor duckboard | 0.9 | 0.4-0.8 | spaced plank walking surface
backrest plank along upper bench | 0.85 | 0.3-0.6 | angled support board
folded linen on bench | 0.85 | 0.1-0.3 | white sheet square
hourglass timer on shelf | 0.7 | 0.05-0.15 | wooden-framed sand vessel
small recessed footwell | 0.7 | 0.2-0.4 | sunken timber pit
sheltering wooden heater guard | 0.85 | 0.2-0.4 | slatted protective screen
brass sauna thermometer | 0.85 | 0.1-0.2 | dial mounted on wall
hanging birch leaf bundle | 0.7 | 0.1-0.3 | tied switch on hook
