# element: architecture_detail
# format: name | probability | coverage_range | texture

soft skylight diffusion | 0.8 | 0.05-0.2 | warm overhead glow
exposed wooden ceiling beam | 0.7 | 0.05-0.2 | hand-hewn timber edge
window light spill on wall | 0.85 | 0.05-0.2 | gently graded warm patch
muslin diffused window glow | 0.75 | 0.05-0.2 | softly glowing translucent panel
arched doorway threshold | 0.55 | 0.05-0.2 | gently curved plaster edge
deep window sill recess | 0.65 | 0.05-0.15 | shadowed alcove cut
narrow vertical reveal | 0.5 | 0.02-0.1 | slim shadowed slot
softly cracked plaster patch | 0.5 | 0.02-0.1 | subtly aged surface
warm pendant lamp halo | 0.6 | 0.02-0.12 | golden circular bloom
dappled morning leaf shadow | 0.7 | 0.05-0.15 | soft flickering pattern
candle flicker glow patch | 0.55 | 0.02-0.1 | warm wavering highlight
gentle wall corner softlight | 0.6 | 0.05-0.15 | rounded plaster edge in light
