# slot: accessories
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

face paint stripes | 0.50 | 0.0-0.2 | plastic
team spirit pom-poms | 0.40 | 0.0-0.2 | plastic,polyester
team scrunchie | 0.85 | 0.0-0.2 | nylon,cotton
spirit hair bow | 0.80 | 0.0-0.2 | satin,polyester
sport hair tie set | 0.75 | 0.0-0.2 | nylon
small stud earrings | 0.55 | 0.0-0.2 | metal
beaded bracelet | 0.55 | 0.0-0.2 | plastic,metal
friendship bracelet | 0.55 | 0.0-0.2 | cotton,plastic
team pin | 0.65 | 0.0-0.2 | metal
school lanyard | 0.55 | 0.0-0.2 | polyester
booster button badge | 0.55 | 0.0-0.2 | metal,plastic
sport watch | 0.40 | 0.0-0.2 | metal,plastic
water bottle | 0.75 | 0.0-0.2 | plastic
