# element: architecture_detail
# format: name | probability | coverage_range | texture

deck screws backing out | 0.5 | 0.03-0.1 | proud heads
stairs to the lawn with a wobbly rail | 0.55 | 0.1-0.25 | loose baluster
hose reel bolted to the house | 0.5 | 0.05-0.15 | crank handle
dryer vent flap on the wall | 0.4 | 0.02-0.08 | lint beard
gutter downspout extension | 0.45 | 0.05-0.15 | corrugated black pipe
deck board replaced unstained | 0.45 | 0.05-0.15 | bright new plank
hose bib with a splitter | 0.4 | 0.02-0.08 | two-valve brass
paver pad under the grill | 0.45 | 0.05-0.15 | grease shadow
lattice under the deck | 0.45 | 0.1-0.25 | stored kayak behind
motion light at the corner | 0.4 | 0.02-0.08 | angled twin heads
anti-slip tape on the steps | 0.35 | 0.03-0.1 | peeling strips
