# element: background
# format: name | probability | coverage_range | texture

rolling vineyard rows on hills | 1.0 | 0.5-1.0 | striped green vine corduroy slope
distant tuscan farmhouse cluster | 0.7 | 0.2-0.5 | warm small ochre buildings
tall cypress sentinel line | 0.85 | 0.3-0.7 | dark slender pointed silhouettes
golden wheat field band | 0.55 | 0.2-0.5 | softly waving tawny grain
sun-bleached chianti hillside | 0.7 | 0.3-0.7 | warm earth-toned slope
distant stone barn ruin | 0.5 | 0.2-0.5 | weathered rough masonry block
piled cumulus over fields | 0.85 | 0.4-0.8 | bright white round volumes
hazy pale blue distant ridge | 0.7 | 0.3-0.6 | soft layered atmospheric line
trellised arbor along path | 0.55 | 0.2-0.5 | low timber and trailing vine
ancient olive grove far off | 0.65 | 0.2-0.5 | silvery gnarled treetops
warm clay-tile rooftop run | 0.65 | 0.2-0.5 | warm rounded terracotta rows
distant stone watchtower | 0.45 | 0.1-0.3 | small rough crenellated form
