# element: foreground_element
# format: name | probability | coverage_range | texture

handsaw with red handle | 0.85 | 0.05-0.15 | toothed steel cutting blade
freshly cut fir tree close up | 0.95 | 0.2-0.5 | sappy stump and full conifer
mug of steaming hot cocoa | 0.85 | 0.05-0.2 | ceramic mug with marshmallows
pinecone on snowy ground | 0.7 | 0.05-0.15 | woody scaled brown cone
mittens pulling tree branch | 0.8 | 0.1-0.25 | knitted wool grip
snowy boots in mud and slush | 0.7 | 0.05-0.2 | rubberized winter footwear
red plaid scarf around neck | 0.75 | 0.1-0.25 | woolen tartan textile
twine bundle for tying tree | 0.65 | 0.05-0.15 | coiled jute cord
candy cane held in hand | 0.6 | 0.05-0.15 | striped hooked sugar stick
sap dripping from cut trunk | 0.6 | 0.05-0.15 | sticky amber resin bead
clipboard with tree price tags | 0.55 | 0.05-0.15 | farm worker order sheet
pair of leather work gloves | 0.7 | 0.05-0.15 | scuffed brown handwear
small basket of fresh greens | 0.55 | 0.1-0.25 | wired evergreen sprigs
