# element: background
# format: name | probability | coverage_range | texture

builder-grade off-white wall | 1.0 | 0.6-1.0 | flat latex paint
Polaroid collage taped on wall | 0.85 | 0.3-0.6 | overlapping instant prints
band poster covered wall | 0.85 | 0.4-0.8 | thumb-tacked glossy paper
fairy-light draped wall | 0.85 | 0.4-0.8 | string of warm LEDs
wall painted dusty pink accent | 0.6 | 0.5-0.9 | matte millennial pink
washi-tape gallery wall | 0.65 | 0.4-0.8 | masking-tape framed prints
LED color-strip lit wall | 0.7 | 0.4-0.8 | uneven RGB glow
sticker-bombed wall section | 0.6 | 0.3-0.6 | overlapping vinyl decals
closet with sliding mirror door | 0.7 | 0.4-0.8 | smudged mirrored panels
window with blackout curtain | 0.75 | 0.3-0.6 | wrinkled cotton drape
