# element: architecture_detail
# format: name | probability | coverage_range | texture

recessed downlight track grid | 0.95 | 0.05-0.2 | row of inset spot fixtures
backlit nameplate cove strip | 0.85 | 0.05-0.15 | warm name-plate edge glow
locker-stall divider top cap | 0.95 | 0.05-0.15 | wood-cap stall divider
ceiling-mounted speaker grille flush | 0.7 | 0.02-0.08 | circular perforated disk
door-portal entry threshold edge | 0.7 | 0.05-0.15 | transition floor strip
trainer-area glass partition reveal | 0.7 | 0.05-0.15 | frameless glazing edge
painted wood crown-molding band | 0.7 | 0.05-0.15 | rich stained timber edge
HVAC-supply diffuser grille | 0.7 | 0.05-0.15 | white louvered ceiling vent
ceiling-edge plaster shadow line | 0.6 | 0.02-0.08 | subtly graded reveal line
locker-row LED accent strip | 0.7 | 0.05-0.15 | soft hidden cabinet glow
