# element: midground
# format: name | probability | coverage_range | texture

oscillating lawn sprinkler arc | 1.0 | 0.3-0.7 | metal fan with spraying water
spraying water rainbow mist | 0.95 | 0.3-0.7 | colored droplet cloud
slip-and-slide vinyl runway | 0.7 | 0.3-0.7 | long blue plastic ground sheet
inflatable kiddie pool round | 0.7 | 0.3-0.6 | round vinyl water tub
beach blanket on grass | 0.6 | 0.2-0.5 | striped towel ground spread
folding lawn chairs nearby | 0.6 | 0.2-0.5 | webbing-strap chairs
plastic outdoor toy bin | 0.55 | 0.2-0.4 | open container of wet toys
hose snaking across grass | 0.85 | 0.2-0.5 | rubber green watering line
splash pad mat with sprays | 0.55 | 0.3-0.6 | foam mat with water jets
rolling soccer ball wet | 0.5 | 0.05-0.15 | hexagon-paneled play ball
plastic sand-and-water table | 0.5 | 0.2-0.4 | low play activity table
inflatable water slide bouncer | 0.4 | 0.3-0.7 | tall vinyl slide
patio furniture set distant | 0.5 | 0.2-0.5 | grouped outdoor seating
striped pool noodles floating | 0.55 | 0.05-0.2 | foam tubular floats
