# slot: top
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

structured corset top | 0.80 | 0.65-0.9 | satin,polyester
sculpted bustier | 0.75 | 0.65-0.9 | crepe,polyester
strapless bustier | 0.70 | 0.65-0.9 | crepe,tulle
embellished blouse | 0.70 | 0.65-0.9 | charmeuse,silk
draped halter | 0.65 | 0.65-0.9 | charmeuse,crepe
beaded camisole | 0.65 | 0.65-0.9 | charmeuse
shimmery blouse | 0.65 | 0.65-0.9 | charmeuse,satin
sequinned top | 0.60 | 0.65-0.9 | polyester,tulle
fitted shell top | 0.55 | 0.65-0.85 | silk,crepe
asymmetric top | 0.55 | 0.65-0.9 | crepe,silk
cowl-neck blouse | 0.55 | 0.65-0.9 | charmeuse,silk
fine-knit pullover | 0.45 | 0.65-0.85 | cashmere
sculpted shell top | 0.55 | 0.65-0.9 | crepe,polyester
