# slot: bottom
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

mini skirt | 0.85 | 0.65-0.9 | wool,polyester,crepe
short pencil skirt | 0.80 | 0.65-0.9 | crepe,polyester,wool
structured mini skirt | 0.70 | 0.65-0.9 | crepe,polyester
draped mini skirt | 0.65 | 0.65-0.9 | charmeuse,crepe
ruched mini skirt | 0.65 | 0.65-0.9 | charmeuse,polyester
pleated mini skirt | 0.60 | 0.65-0.9 | chiffon,polyester
wrap mini skirt | 0.55 | 0.65-0.9 | charmeuse,polyester
asymmetric mini skirt | 0.55 | 0.65-0.9 | crepe,polyester
short A-line skirt | 0.50 | 0.65-0.85 | crepe,polyester
box-pleat mini skirt | 0.45 | 0.65-0.9 | polyester,wool
ruffled mini skirt | 0.45 | 0.65-0.9 | chiffon,polyester
