# element: background
# format: name | probability | coverage_range | texture

manicured equestrian-arena horizon line | 1.0 | 0.6-1.0 | raked sand-and-fiber footing
perimeter white-rail show-arena fence | 1.0 | 0.5-0.9 | white-painted post-and-rail
hospitality-tent VIP gallery row | 0.85 | 0.5-0.9 | white VIP tent canopy
massive equestrian-meet sponsor-banner | 0.85 | 0.5-0.9 | stretched show-day cloth
show-jumping standard wing pillar row | 0.85 | 0.5-0.9 | ornate fence-jump pillar
flag-of-nations event flag row | 0.7 | 0.4-0.8 | row of overhead country flags
steward-and-judge box pavilion | 0.7 | 0.4-0.8 | raised judges' pavilion
perimeter spectator picnic blanket lawn | 0.7 | 0.4-0.8 | spread blanket-spectator lawn
water-feature jump-pond hazard | 0.6 | 0.3-0.7 | water-jump shallow pond
show-arena warm-up paddock | 0.65 | 0.4-0.8 | warm-up adjacent paddock
perimeter-rail clubhouse pennant | 0.55 | 0.3-0.7 | clubhouse pennant flag
photo-finish camera-tower mast | 0.55 | 0.3-0.7 | overhead camera-tower
scoreboard pylon meet-display | 0.7 | 0.4-0.8 | meet-result LED panel
