# element: background
# format: name | probability | coverage_range | texture

row of beige metal lockers | 1.0 | 0.7-1.0 | scuffed enamel paint
row of navy blue metal lockers | 0.9 | 0.7-1.0 | dented painted steel
cinder block wall behind lockers | 0.85 | 0.5-0.9 | painted breeze block grid
glossy painted school hallway wall | 0.8 | 0.5-0.9 | semi-gloss latex
trophy display case wall | 0.6 | 0.4-0.7 | dusty glass front
fire-extinguisher recess wall | 0.55 | 0.3-0.6 | red signage on beige
painted concrete pillar between lockers | 0.65 | 0.4-0.7 | bumpy gloss coat
school colors painted band on wall | 0.55 | 0.4-0.7 | masking-tape painted stripe
peeling motivational poster wall | 0.7 | 0.4-0.8 | dog-eared printed paper
hallway dead-end with exit sign | 0.5 | 0.4-0.7 | metal door with crash bar
