# element: architecture_detail
# format: name | probability | coverage_range | texture

drop ceiling with acoustic tiles | 1.0 | 0.3-0.6 | yellowed water-stained squares
fluorescent tube light fixture | 1.0 | 0.2-0.5 | flickering plastic diffuser
scuffed linoleum tile floor | 1.0 | 0.4-0.7 | grey speckled vinyl
exposed conduit along ceiling | 0.6 | 0.1-0.3 | painted EMT pipe
PA intercom speaker on wall | 0.7 | 0.05-0.15 | beige perforated grille
clock with second hand on wall | 0.75 | 0.05-0.15 | round school-issue face
security camera dome | 0.6 | 0.05-0.1 | smoked plastic bubble
sprinkler head poking through tile | 0.55 | 0.02-0.08 | brass-finished bulb
rubber baseboard along lockers | 0.85 | 0.1-0.3 | scuffed black cove
exit sign glowing red | 0.7 | 0.05-0.15 | plastic illuminated sign
