# element: architecture_detail
# format: name | probability | coverage_range | texture

coping stones warm underhand | 0.5 | 0.05-0.2 | rounded lip
deck crack sealed and resealed | 0.45 | 0.05-0.15 | tar seams
skimmer door flapping softly | 0.45 | 0.02-0.06 | plastic heartbeat
underwater light lens in the wall | 0.45 | 0.02-0.08 | glass eye
ladder rails hot in the sun | 0.45 | 0.02-0.08 | scorching chrome
water line tile band | 0.5 | 0.05-0.15 | blue mosaic stripe
filter return dimpling the surface | 0.45 | 0.03-0.1 | steady pulse
wet deck darkening in splash arcs | 0.5 | 0.1-0.25 | evaporating maps
gate latch up high out of kid reach | 0.45 | 0.02-0.06 | safety height
diving board bolts counter-sunk | 0.35 | 0.01-0.05 | flush steel
evening steam lifting off the water | 0.4 | 0.1-0.3 | day's heat leaving
