# slot: bottom
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

mini skirt | 0.85 | 0.5-0.75 | cotton,linen,polyester
short A-line skirt | 0.75 | 0.5-0.75 | cotton,polyester
pleated mini skirt | 0.70 | 0.5-0.75 | chiffon,polyester
wrap mini skirt | 0.70 | 0.5-0.75 | linen,viscose
short pencil skirt | 0.65 | 0.55-0.75 | crepe,polyester
button-front mini skirt | 0.60 | 0.5-0.7 | linen,cotton
structured mini skirt | 0.55 | 0.55-0.75 | crepe,polyester
box-pleat mini skirt | 0.55 | 0.5-0.75 | polyester,cotton
sarong mini skirt | 0.50 | 0.5-0.7 | viscose,chiffon
tiered mini skirt | 0.50 | 0.5-0.7 | cotton,viscose
