# element: architecture_detail
# format: name | probability | coverage_range | texture

turned column capital profile | 0.95 | 0.2-0.5 | classical molded top
porch railing top cap | 0.95 | 0.1-0.3 | profiled painted edge
spindle row balustrade | 0.95 | 0.2-0.5 | turned vertical pieces
beadboard porch ceiling | 0.95 | 0.3-0.6 | painted board grid
porch ceiling sconce light | 0.85 | 0.05-0.2 | mounted small fixture
gingerbread fretwork bracket | 0.7 | 0.1-0.3 | scrolled painted cutwork
stair tread rounded edge | 0.85 | 0.1-0.3 | softly worn nosing
brass mailbox fitting | 0.7 | 0.05-0.15 | wall-mounted plate
house number small plaque | 0.85 | 0.05-0.15 | painted address marker
front door transom panel | 0.85 | 0.1-0.3 | divided glass strip
