# element: props
# format: name | probability | coverage_range | texture

woven straw beach mat | 1.0 | 0.05-0.2 | tightly braided natural fiber
ceramic amphora | 0.85 | 0.05-0.2 | matte unglazed earthenware
ripe lemon branch overhead | 0.8 | 0.05-0.2 | waxy citrus skin among glossy leaves
vintage espadrilles on sand | 0.75 | 0.0-0.15 | jute-soled canvas with sun fade
linen towel draped over a chair | 0.7 | 0.05-0.2 | softly creased loose-weave cloth
wicker picnic basket | 0.65 | 0.05-0.2 | looping rattan plait
glass bottle of olive oil | 0.55 | 0.0-0.15 | clear emerald liquid behind smudged glaze
rope-handled canvas tote | 0.5 | 0.0-0.15 | sun-faded heavy duck cloth
oversized straw sun hat | 0.7 | 0.0-0.15 | loosely woven natural fiber
weathered fishing buoy | 0.5 | 0.0-0.15 | flaked painted glass float
ceramic pitcher with citrus | 0.55 | 0.0-0.15 | glazed terracotta surface
sun-faded striped beach towel | 0.65 | 0.05-0.2 | softly worn cotton weave
small woven olive basket | 0.5 | 0.0-0.15 | tightly twisted reed
seasoned wooden oar leaning | 0.45 | 0.0-0.15 | salt-cracked grain
